NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
CAMK2N2	1	CAMK2N2	
MARCHF8	1	MARCH8	
MARCHF7	1	MARCH7	
MARCHF9	1	MARCH9	
MARCHF4	1	MARCH4	
MARCHF3	1	MARCH3	
LNPK	1	KIAA1715	
MARCHF6	1	MARCH6	
AASDHPPT	1	AASDHPPT	
CLLU1-AS1	1	CLLU1OS	
MARCHF5	1	MARCH5	
TEFM	1	TEFM	
KIF26A	1	KIF26A	
KIF26B	1	KIF26B	
ELOA3D	1	TCEB3CL2	
ELOA3B	1	TCEB3CL	
RAMP1	1	RAMP1	
DCLRE1B	1	DCLRE1B	
SCARB2	1	SCARB2	
DCLRE1A	1	DCLRE1A	
SCARB1	1	SCARB1	
DCLRE1C	1	DCLRE1C	
GIMAP1	1	GIMAP1	
GIMAP2	1	GIMAP2	
GXYLT1	1	GXYLT1	
GIMAP4	1	GIMAP4	
GXYLT2	1	GXYLT2	
GIMAP5	1	GIMAP5	
GIMAP6	1	GIMAP6	
GIMAP7	1	GIMAP7	
GIMAP8	1	GIMAP8	
FRRS1L	1	FRRS1L	
SCN9A	1	SCN9A	
OSTF1	1	OSTF1	
SBF1	1	SBF1	
SBF2	1	SBF2	
SLC30A7	1	SLC30A7	
SLC30A6	1	SLC30A6	
SLC30A9	1	SLC30A9	
SCARA3	1	SCARA3	
SLC30A8	1	SLC30A8	
ZGPAT	1	ZGPAT	
SLC30A3	1	SLC30A3	
SCARA5	1	SCARA5	
SLC30A2	1	SLC30A2	
SLC30A5	1	SLC30A5	
ATG9B	1	ATG9B	
ATG9A	1	ATG9A	
HBE1	1	HBE1	
SLC30A4	1	SLC30A4	
LMTK3	1	LMTK3	
LMTK2	1	LMTK2	
SLC30A1	1	SLC30A1	
ATAD3B	1	ATAD3B	
ATAD3A	1	ATAD3A	
SUPT7L	1	SUPT7L	
ATAD3C	1	ATAD3C	
CAMKMT	1	CAMKMT	
HNRNPUL1	1	HNRNPUL1	
HNRNPUL2	1	HNRNPUL2	
SCN8A	1	SCN8A	
SBDS	1	SBDS	
ATP5MC2	1	ATP5G2	
ATP5MC3	1	ATP5G3	
SUPT6H	1	SUPT6H	
NKAPL	1	NKAPL	
ATP5MC1	1	ATP5G1	
SPTA1	1	SPTA1	
WNT6	1	WNT6	
CALHM1	1	CALHM1	
CALHM2	1	CALHM2	
WNT1	1	WNT1	
WNT2	1	WNT2	
WNT3	1	WNT3	
WNT4	1	WNT4	
NIBAN1	1	FAM129A	
NIBAN3	1	FAM129C	
SPATA6L	1	SPATA6L	
NIBAN2	1	FAM129B	
HBG2	1	HBG2	
HBG1	1	HBG1	
INHBB	1	INHBB	
INHBA	1	INHBA	
CALHM3	1	CALHM3	
SUPT5H	1	SUPT5H	
CALHM4	1	FAM26D	
INHBC	1	INHBC	
CALHM5	1	FAM26E	
CALHM6	1	FAM26F	
INHBE	1	INHBE	
COL5A1	1	COL5A1	
COL5A3	1	COL5A3	
COL5A2	1	COL5A2	
SEPTIN12	1	SEPT12	
SEPTIN14	1	SEPT14	
SEPTIN11	1	SEPT11	
INSYN2A	1	FAM196A	
SEPTIN10	1	SEPT10	
INSYN2B	1	FAM196B	
SCN5A	1	SCN5A	
BUD23	1	WBSCR22	
SCARF2	1	SCARF2	
SCARF1	1	SCARF1	
GALNT9	1	GALNT9	
GALNT8	1	GALNT8	
BUD31	1	BUD31	
PPDPF	1	PPDPF	
TLCD4-RWDD3	1	TMEM56-RWDD3	
ATG4C	1	ATG4C	
ATG4B	1	ATG4B	
SCN4A	1	SCN4A	
SCN4B	1	SCN4B	
ATG4D	1	ATG4D	
BCL2A1	1	BCL2A1	
TEX101	1	TEX101	
CLCN3	1	CLCN3	
CLCN2	1	CLCN2	
CLCN1	1	CLCN1	
ATAD2B	1	ATAD2B	
SPATA48	1	C7orf72	
SPATA45	1	SPATA45	
ATP5MGL	1	ATP5L2	
SPATA46	1	C1orf111	
SCN7A	1	SCN7A	
GALNT7	1	GALNT7	
GALNT6	1	GALNT6	
GALNT5	1	GALNT5	
GALNT4	1	GALNT4	
GALNT3	1	GALNT3	
GALNT2	1	GALNT2	
GALNT1	1	GALNT1	
PDAP1	1	PDAP1	
SPATA2L	1	SPATA2L	
CLCN7	1	CLCN7	
SBK2	1	SBK2	
CLCN6	1	CLCN6	
SBK3	1	SBK3	
SBK1	1	SBK1	
TEN1	1	TEN1	
SPATA32	1	SPATA32	
FAM131C	1	FAM131C	
SPATA33	1	SPATA33	
FAM131B	1	FAM131B	
FAM131A	1	FAM131A	
LNX1	1	LNX1	
BUD13	1	BUD13	
CLUAP1	1	CLUAP1	
RAN	1	RAN	
LNX2	1	LNX2	
ROPN1B	1	ROPN1B	
CYFIP2	1	CYFIP2	
RB1	1	RB1	
CYFIP1	1	CYFIP1	
GABPB2	1	GABPB2	
TRRAP	1	TRRAP	
COL12A1	1	COL12A1	
RAX	1	RAX	
GABPB1	1	GABPB1	
NUB1	1	NUB1	
TEPP	1	TEPP	
ZXDC	1	ZXDC	
ROPN1L	1	ROPN1L	
MPV17	1	MPV17	
IER5	1	IER5	
NFRKB	1	NFRKB	
IER2	1	IER2	
IER3	1	IER3	
CUBN	1	CUBN	
TEP1	1	TEP1	
CLPSL1	1	CLPSL1	
CLPSL2	1	CLPSL2	
ASF1A	1	ASF1A	
ASF1B	1	ASF1B	
RD3	1	RD3	
C4orf51	1	C4orf51	
C4orf50	1	C4orf50	
POM121	1	POM121	
NOLC1	1	NOLC1	
FAM149A	1	FAM149A	
RIC8A	1	RIC8A	
PPP3R1	1	PPP3R1	
PPP3R2	1	PPP3R2	
RIC8B	1	RIC8B	
TERT	1	TERT	
CHST11	1	CHST11	
GALR3	1	GALR3	
CHST12	1	CHST12	
GALR2	1	GALR2	
GALR1	1	GALR1	
CHST10	1	CHST10	
CHST15	1	CHST15	
CHST13	1	CHST13	
CHST14	1	CHST14	
HBQ1	1	HBQ1	
GATD3A	1	C21orf33	
SERF2	1	SERF2	
BRAP	1	BRAP	
RDX	1	RDX	
TYSND1	1	TYSND1	
BRAF	1	BRAF	
UPF3A	1	UPF3A	
REL	1	REL	
GALNTL5	1	GALNTL5	
REN	1	REN	
HBP1	1	HBP1	
GALNTL6	1	GALNTL6	
RET	1	RET	
MYOM1	1	MYOM1	
TCF25	1	TCF25	
TCF24	1	TCF24	
KRTAP26-1	1	KRTAP26-1	
TCF23	1	TCF23	
TCF21	1	TCF21	
PRSS27	1	PRSS27	
TCF20	1	TCF20	
PRSS22	1	PRSS22	
PRSS23	1	PRSS23	
MYOM2	1	MYOM2	
MYOM3	1	MYOM3	
C11orf88	1	C11orf88	
PRSS21	1	PRSS21	
C11orf98	1	C11orf98	
MRC2	1	MRC2	
DSTYK	1	DSTYK	
C11orf96	1	C11orf96	
C11orf95	1	C11orf95	
C11orf94	1	C11orf94	
RFK	1	RFK	
NUF2	1	NUF2	
MRC1	2	MRC1:MRC1L1	
C11orf91	1	C11orf91	
ANXA6	1	ANXA6	
ANXA7	1	ANXA7	
ANXA8	1	ANXA8	
ANXA9	1	ANXA9	
XXYLT1	1	XXYLT1	
TCF19	1	TCF19	
BRD3	1	BRD3	
BRD2	1	BRD2	
NUDC	1	NUDC	
BRD1	1	BRD1	
ANXA1	1	ANXA1	
ANXA2	1	ANXA2	
TCF15	1	TCF15	
ANXA3	1	ANXA3	
IFNGR1	1	IFNGR1	
ANXA4	1	ANXA4	
TESC	1	TESC	
IFNGR2	1	IFNGR2	
ANXA5	1	ANXA5	
TCF12	1	TCF12	
TET2	1	TET2	
PRSS16	1	PRSS16	
TET1	1	TET1	
PRSS12	1	PRSS12	
C11orf87	1	C11orf87	
MRAP	1	MRAP	
C11orf86	1	C11orf86	
MRAS	1	MRAS	
TET3	1	TET3	
C11orf80	1	C11orf80	
HCLS1	1	HCLS1	
RGR	1	RGR	
SF3B4	1	SF3B4	
CCL14	1	CCL14	
SF3B5	1	SF3B5	
CCL13	1	CCL13	
SF3B2	1	SF3B2	
SF3B3	1	SF3B3	
CCL11	1	CCL11	
SF3B6	1	SF3B6	
PRSS48	1	PRSS48	
AOAH	1	AOAH	
SBSN	1	SBSN	
C11orf68	1	C11orf68	
RHD	1	RHD	
PRSS50	1	PRSS50	
C11orf71	1	C11orf71	
RHO	1	RHO	
SC5D	1	SC5D	
BRD9	1	BRD9	
BRD8	1	BRD8	
CCL19	1	CCL19	
BRD7	1	BRD7	
CCL18	1	CCL18	
SF3B1	1	SF3B1	
CCL17	1	CCL17	
CCL16	1	CCL16	
CCL15	1	CCL15	
BRD4	1	BRD4	
SF3A3	1	SF3A3	
AOC3	1	AOC3	
CCL25	1	CCL25	
CCL24	1	CCL24	
AOC1	1	AOC1	
CCL23	1	CCL23	
SF3A1	1	SF3A1	
BRF2	1	BRF2	
CCL22	1	CCL22	
AOC2	1	AOC2	
SF3A2	1	SF3A2	
CCL21	1	CCL21	
BRF1	1	BRF1	
CCL20	1	CCL20	
PRSS37	1	PRSS37	
PRSS38	1	PRSS38	
PRSS35	1	PRSS35	
PRSS36	1	PRSS36	
C11orf58	1	C11orf58	
PRSS33	1	PRSS33	
AGBL5	1	AGBL5	
C11orf65	1	C11orf65	
MORN1	1	MORN1	
AGBL4	1	AGBL4	
MORN4	1	MORN4	
AGBL1	1	AGBL1	
MORN5	1	MORN5	
MORN2	1	MORN2	
AGBL3	1	AGBL3	
AGBL2	1	AGBL2	
MORN3	1	MORN3	
HYLS1	1	HYLS1	
CCL28	1	CCL28	
CCL27	1	CCL27	
BRDT	1	BRDT	
CCL26	1	CCL26	
PUS10	1	PUS10	
UHRF1BP1L	1	UHRF1BP1L	
ITGA2B	1	ITGA2B	
STKLD1	1	STKLD1	
C11orf49	1	C11orf49	
C11orf45	1	C11orf45	
C11orf54	1	C11orf54	
ABHD12	1	ABHD12	
C11orf53	1	C11orf53	
ABHD13	1	ABHD13	
ABHD10	1	ABHD10	
C11orf52	1	C11orf52	
ABHD11	1	ABHD11	
KRTAP3-3	1	KRTAP3-3	
KRTAP3-2	1	KRTAP3-2	
KRTAP3-1	1	KRTAP3-1	
LHCGR	1	LHCGR	
NKX6-3	1	NKX6-3	
MREG	1	MREG	
NKX6-2	1	NKX6-2	
TEX2	1	TEX2	
CTDNEP1	1	CTDNEP1	
CACNB1	1	CACNB1	
CACNB2	1	CACNB2	
C11orf42	1	C11orf42	
CACNB3	1	CACNB3	
CACNB4	1	CACNB4	
C11orf40	1	C11orf40	
TEX9	1	TEX9	
CUL9	1	CUL9	
TEN1-CDK3	1	TEN1-CDK3	
CUL7	1	CUL7	
CUL5	1	CUL5	
BRI3	1	BRI3	
CUL3	1	CUL3	
HVCN1	1	HVCN1	
ERV3-1	1	ERV3-1	
CUL2	1	CUL2	
CUL1	1	CUL1	
MRI1	1	MRI1	
KLC1	1	KLC1	
RLF	1	RLF	
C11orf24	1	C11orf24	
RAD51AP1	1	RAD51AP1	
KLC4	1	KLC4	
KLC3	1	KLC3	
RAD51AP2	1	RAD51AP2	
KLC2	1	KLC2	
BTBD1	1	BTBD1	
NACC2	1	NACC2	
BTBD3	1	BTBD3	
BTBD2	1	BTBD2	
NACC1	1	NACC1	
SAFB2	1	SAFB2	
NKX6-1	1	NKX6-1	
BTN2A2	1	BTN2A2	
BTN2A1	1	BTN2A1	
NACA2	1	NACA2	
ABHD18	1	ABHD18	
C11orf16	1	C11orf16	
BTBD7	1	BTBD7	
GCSAM	1	GCSAM	
BTBD6	1	BTBD6	
BTBD9	1	BTBD9	
BTBD8	1	BTBD8	
ZZEF1	1	ZZEF1	
ABHD15	1	ABHD15	
C11orf21	1	C11orf21	
ITGA10	1	ITGA10	
ITGA11	1	ITGA11	
NACAD	1	NACAD	
SRXN1	1	SRXN1	
DUSP19	1	DUSP19	
BRK1	1	BRK1	
DUSP18	1	DUSP18	
DUSP15	1	DUSP15	
MAIP1	1	C2orf47	
DUSP16	1	DUSP16	
DUSP13	1	DUSP13	
DUSP14	1	DUSP14	
DUSP11	1	DUSP11	
DUSP12	1	DUSP12	
DUSP10	1	DUSP10	
EFHD2	1	EFHD2	
EFHD1	1	EFHD1	
C4orf36	1	C4orf36	
C4orf33	1	C4orf33	
REXO1	1	REXO1	
DTX3L	1	DTX3L	
COL25A1	1	COL25A1	
DUSP28	1	DUSP28	
DUSP26	1	DUSP26	
REXO2	1	REXO2	
DUSP27	1	DUSP27	
REXO4	1	REXO4	
DUSP22	1	DUSP22	
DUSP23	1	DUSP23	
POM121L2	1	POM121L2	
GLYATL1B	1	GLYATL1P3	
RP1	1	RP1	
DALRD3	1	DALRD3	
ZNF788P	1	ZNF788	
FAM27E3	1	FAM27E3	
EFHC1	1	EFHC1	
NUMB	1	NUMB	
C4orf48	1	C4orf48	
C4orf47	1	C4orf47	
RP9	1	RP9	
C4orf46	1	C4orf46	
C4orf45	1	C4orf45	
DRICH1	1	DRICH1	
MRLN	1	MRLN	
RPE	1	RPE	
AMBRA1	1	AMBRA1	
MRM1	1	MRM1	
MRM2	1	FTSJ2	
MRM3	1	RNMTL1	
REPIN1	1	REPIN1	
DCAF15	1	DCAF15	
CACNG6	1	CACNG6	
DCAF16	1	DCAF16	
CACNG7	1	CACNG7	
DCAF17	1	DCAF17	
CACNG8	1	CACNG8	
C4orf19	1	C4orf19	
RSBN1L	1	RSBN1L	
C4orf17	1	C4orf17	
DCAF10	1	DCAF10	
CACNG1	1	CACNG1	
DCAF11	1	DCAF11	
CACNG2	1	CACNG2	
DCAF12	1	DCAF12	
CACNG3	1	CACNG3	
DCAF13	1	DCAF13	
CACNG4	1	CACNG4	
CACNG5	1	CACNG5	
DDHD2	1	DDHD2	
DDHD1	1	DDHD1	
KLF4	1	KLF4	
KLF3	1	KLF3	
OXR1	1	OXR1	
KLF2	1	KLF2	
KLF1	1	KLF1	
KLF7	1	KLF7	
KLF6	1	KLF6	
KLF5	1	KLF5	
IMPDH1	1	IMPDH1	
IMPDH2	1	IMPDH2	
KLF9	1	KLF9	
RUNDC1	1	RUNDC1	
MYORG	1	KIAA1161	
OXTR	1	OXTR	
HPSE2	1	HPSE2	
DIXDC1	1	DIXDC1	
RRH	1	RRH	
VSIG2	1	VSIG2	
MYOZ3	1	MYOZ3	
MYOZ1	1	MYOZ1	
MYOZ2	1	MYOZ2	
VSIG8	1	VSIG8	
UTS2R	1	UTS2R	
MUCL1	1	MUCL1	
SP110	1	SP110	
BROX	1	BROX	
OXSM	1	OXSM	
MUCL3	1	DPCR1	
PTOV1	1	PTOV1	
UTS2B	1	UTS2B	
XRN1	1	XRN1	
XRN2	1	XRN2	
TFAM	1	TFAM	
TELO2	1	TELO2	
SMIM3	1	SMIM3	
CUTA	1	CUTA	
IGSF8	1	IGSF8	
SMIM2	1	SMIM2	
TBCEL	1	TBCEL	
SMIM5	1	SMIM5	
IGSF5	1	IGSF5	
SMIM4	1	SMIM4	
IGSF6	1	IGSF6	
IGSF3	1	IGSF3	
ANP32A	1	ANP32A	
KLK1	1	KLK1	
TEX264	1	TEX264	
SMIM1	1	SMIM1	
SP140	1	SP140	
KLK5	1	KLK5	
KLK4	1	KLK4	
TEX261	1	TEX261	
KLK3	1	KLK3	
KLK2	1	KLK2	
SMIM7	1	SMIM7	
KLK9	1	KLK9	
SMIM6	1	SMIM6	
KLK8	1	KLK8	
IGSF9	1	IGSF9	
KLK7	1	KLK7	
SMIM8	1	SMIM8	
KLK6	1	KLK6	
SCAP	1	SCAP	
SCAI	1	SCAI	
NUS1	1	NUS1	
BCL11B	1	BCL11B	
BCL11A	1	BCL11A	
PYHIN1	1	PYHIN1	
ANKEF1	1	ANKEF1	
AKR1B10	1	AKR1B10	
FLACC1	1	ALS2CR12	
AKR1B15	1	AKR1B15	
ANP32E	1	ANP32E	
SPRTN	1	SPRTN	
ANP32D	1	ANP32D	
TMCC3	1	TMCC3	
TMCC2	1	TMCC2	
TMCC1	1	TMCC1	
ANP32B	1	ANP32B	
CENPBD1	1	CENPBD1	
CUTC	1	CUTC	
MRS2	1	MRS2	
KLLN	1	KLLN	
PPCDC	1	PPCDC	
SERP2	1	SERP2	
SERP1	1	SERP1	
CCKAR	1	CCKAR	
KIF13A	1	KIF13A	
KIF13B	1	KIF13B	
FFAR4	1	FFAR4	
FFAR3	1	FFAR3	
TRIM6-TRIM34	1	TRIM6-TRIM34	
FFAR2	1	FFAR2	
FFAR1	1	FFAR1	
TSC22D4	1	TSC22D4	
BTN3A1	1	BTN3A1	
TSC22D1	1	TSC22D1	
LRRIQ3	1	LRRIQ3	
TSC22D2	1	TSC22D2	
LRRIQ1	1	LRRIQ1	
TFEB	1	TFEB	
BTN3A3	1	BTN3A3	
IZUMO1R	1	IZUMO1R	
BTN3A2	1	BTN3A2	
DCSTAMP	1	DCSTAMP	
CCKBR	1	CCKBR	
TFEC	1	TFEC	
RBM12B	1	RBM12B	
TFF3	1	TFF3	
TFF2	1	TFF2	
MAPRE3	1	MAPRE3	
TFF1	1	TFF1	
MAPRE1	1	MAPRE1	
MRRF	1	MRRF	
MAPRE2	1	MAPRE2	
SPRR4	1	SPRR4	
SPRR3	1	SPRR3	
PRIM2	1	PRIM2	
SP100	1	SP100	
PRIM1	1	PRIM1	
IFI6	1	IFI6	
RASIP1	1	RASIP1	
SCEL	1	SCEL	
RBM15B	1	RBM15B	
CUX2	1	CUX2	
CUX1	1	CUX1	
RYK	1	RYK	
SCD5	1	SCD5	
PUS7L	1	PUS7L	
LYVE1	1	LYVE1	
ETNPPL	1	ETNPPL	
GALNT12	1	GALNT12	
GALNT11	1	GALNT11	
GALNT14	1	GALNT14	
GALNT13	1	GALNT13	
GALNT16	1	GALNT16	
GALNT15	1	GALNT15	
GALNT18	1	GALNT18	
GALNT17	1	WBSCR17	
GALNT10	1	GALNT10	
EFTUD2	1	EFTUD2	
SCGN	1	SCGN	
CADPS2	1	CADPS2	
KRTAP13-2	1	KRTAP13-2	
KRTAP13-1	1	KRTAP13-1	
KRTAP13-4	1	KRTAP13-4	
KRTAP13-3	1	KRTAP13-3	
EPDR1	1	EPDR1	
PRSS57	1	PRSS57	
PRSS58	1	PRSS58	
PRSS55	1	PRSS55	
PRSS56	1	PRSS56	
PRSS53	1	PRSS53	
PRSS54	1	PRSS54	
SELENOO	1	SELO	
SELENON	1	SEPN1	
OXA1L	1	OXA1L	
SELENOM	1	SELM	
COL4A2	1	COL4A2	
SELENOS	1	VIMP	
COL4A1	1	COL4A1	
KIF16B	1	KIF16B	
COL4A4	1	COL4A4	
COL4A3	1	COL4A3	
SELENOP	1	SEPP1	
SCG5	1	SCG5	
SELENOW	1	SEPW1	
SELENOV	1	SELV	
SCG3	1	SCG3	
SELENOT	1	SELT	
SCG2	1	SCG2	
SUCNR1	1	SUCNR1	
USP53	1	USP53	
USP54	1	USP54	
C5AR2	1	C5AR2	
C5AR1	1	C5AR1	
COX7A2	1	COX7A2	
ADIPOR1	1	ADIPOR1	
ADIPOR2	1	ADIPOR2	
COX7A1	1	COX7A1	
PSORS1C1	1	PSORS1C1	
PSORS1C2	1	PSORS1C2	
SCIN	1	SCIN	
USP50	1	USP50	
LRRIQ4	1	LRRIQ4	
DMAP1	1	DMAP1	
WSCD1	1	WSCD1	
SMURF2	1	SMURF2	
SMURF1	1	SMURF1	
WSCD2	1	WSCD2	
COX7B2	1	COX7B2	
NR4A2	1	NR4A2	
NR4A1	1	NR4A1	
LIN28B	1	LIN28B	
RALYL	1	RALYL	
KIF18A	1	KIF18A	
LIN28A	1	LIN28A	
NR4A3	1	NR4A3	
SYNDIG1L	1	SYNDIG1L	
KIF18B	1	KIF18B	
ATG16L2	1	ATG16L2	
ATG16L1	1	ATG16L1	
USP35	1	USP35	
USP36	1	USP36	
USP37	1	USP37	
PCDHGB7	1	PCDHGB7	
USP38	1	USP38	
PCDHGB6	1	PCDHGB6	
PCDHGB5	1	PCDHGB5	
USP31	1	USP31	
PCDHGB4	1	PCDHGB4	
USP32	1	USP32	
USP33	1	USP33	
PCDHGB3	1	PCDHGB3	
USP34	1	USP34	
PCDHGB2	1	PCDHGB2	
GTDC1	1	GTDC1	
USP39	1	USP39	
GMPPB	1	GMPPB	
DTWD2	1	DTWD2	
DTWD1	1	DTWD1	
GMPPA	1	GMPPA	
AOX1	1	AOX1	
USP30	1	USP30	
USP46	1	USP46	
PCDHGA8	1	PCDHGA8	
PCDHGA7	1	PCDHGA7	
USP47	1	USP47	
USP48	1	USP48	
PCDHGA6	1	PCDHGA6	
PCDHGA5	1	PCDHGA5	
USP49	1	USP49	
CAMK1D	1	CAMK1D	
PCDHGA4	1	PCDHGA4	
USP42	1	USP42	
PCDHGA3	1	PCDHGA3	
USP43	1	USP43	
PCDHGA2	1	PCDHGA2	
USP44	1	USP44	
PCDHGA1	1	PCDHGA1	
USP45	1	USP45	
ARAP2	1	ARAP2	
CKAP2	1	CKAP2	
ARAP3	1	ARAP3	
ARAP1	1	ARAP1	
CKAP5	1	CKAP5	
CKAP4	1	CKAP4	
PCDHGA9	1	PCDHGA9	
AGAP9	1	AGAP9	
AGAP6	1	AGAP6	
IFNG	1	IFNG	
AGAP5	1	AGAP5	
IFNE	1	IFNE	
HKDC1	1	HKDC1	
SAG	1	SAG	
PCDHGB1	1	PCDHGB1	
IFNK	1	IFNK	
USP40	1	USP40	
USP41	1	USP41	
CAMK1G	1	CAMK1G	
MCPH1	1	MCPH1	
USP13	1	USP13	
CAMK2B	1	CAMK2B	
HCN4	1	HCN4	
HCN3	1	HCN3	
SLFN5	1	SLFN5	
USP14	1	USP14	
CAMK2D	1	CAMK2D	
USP15	1	USP15	
USP16	1	USP16	
USP10	1	USP10	
GMPR2	1	GMPR2	
CAMK2A	1	CAMK2A	
USP12	1	USP12	
SELENOF	1	SEP15	
TFPI	1	TFPI	
SELENOK	1	SELK	
USP18	1	USP18	
SELENOI	1	EPT1	
USP19	1	USP19	
SELENOH	1	C11orf31	
TFPT	1	TFPT	
CAMK2G	1	CAMK2G	
TCFL5	1	TCFL5	
USP24	1	USP24	
USP25	1	USP25	
USP20	1	USP20	
USP21	1	USP21	
PCDHGC5	1	PCDHGC5	
B3GAT3	1	B3GAT3	
PCDHGC4	1	PCDHGC4	
B3GAT2	1	B3GAT2	
USP22	1	USP22	
CADPS	1	CADPS	
PCDHGC3	1	PCDHGC3	
SPRY4	1	SPRY4	
B3GAT1	1	B3GAT1	
HAGHL	1	HAGHL	
SCLT1	1	SCLT1	
USP28	1	USP28	
USP29	1	USP29	
CRACDL	1	KIAA1211L	
NEURL4	1	NEURL4	
NEURL2	1	NEURL2	
NEURL3	1	NEURL3	
SCD	1	SCD	
NEURL1	1	NEURL1	
SPRY2	1	SPRY2	
SPRY1	1	SPRY1	
SCLY	1	SCLY	
HCN2	1	HCN2	
HCN1	1	HCN1	
PGLYRP4	1	PGLYRP4	
PGLYRP3	1	PGLYRP3	
SCOC	1	SCOC	
PGLYRP2	1	PGLYRP2	
TFRC	1	TFRC	
SCT	1	SCT	
SCX	3	SCX:SCXB:SCXA	
PTPDC1	1	PTPDC1	
COMTD1	1	COMTD1	
SCP2	1	SCP2	
CAPNS1	1	CAPNS1	
CAPNS2	1	CAPNS2	
PRKACG	1	PRKACG	
EPSTI1	1	EPSTI1	
PRKACA	1	PRKACA	
PGLYRP1	1	PGLYRP1	
PRKACB	1	PRKACB	
ZNF17	1	ZNF17	
ZNF18	1	ZNF18	
PRKAB2	1	PRKAB2	
ZNF19	1	ZNF19	
SDS	1	SDS	
UNC5A	1	UNC5A	
UNC5B	1	UNC5B	
SECISBP2	1	SECISBP2	
RC3H1	1	RC3H1	
ZNF10	1	ZNF10	
UNC5C	1	UNC5C	
ZNF12	1	ZNF12	
BHLHA15	1	BHLHA15	
UNC5D	1	UNC5D	
PRKAB1	1	PRKAB1	
ZNF14	1	ZNF14	
RC3H2	1	RC3H2	
ZNF16	1	ZNF16	
SIGIRR	1	SIGIRR	
LARS2	1	LARS2	
SCO1	1	SCO1	
TFR2	1	TFR2	
SCO2	1	SCO2	
LARS1	1	LARS	
DDIT3	1	DDIT3	
UNC50	1	UNC50	
DDIT4	1	DDIT4	
SF1	1	SF1	
ZNF28	1	ZNF28	
UNC119B	1	UNC119B	
SET	1	SET	
AASDH	1	AASDH	
NPRL2	1	NPRL2	
FAXDC2	1	FAXDC2	
NPRL3	1	NPRL3	
ZNF20	1	ZNF20	
ZNF22	1	ZNF22	
ZNF23	1	ZNF23	
ADAMTS12	1	ADAMTS12	
ZNF24	1	ZNF24	
ZNF25	1	ZNF25	
ZNF26	1	ZNF26	
ADAMTS10	1	ADAMTS10	
ADAMTS16	1	ADAMTS16	
ADAMTS15	1	ADAMTS15	
ADAMTS14	1	ADAMTS14	
LARP1	1	LARP1	
ADAMTS13	1	ADAMTS13	
ADAMTS19	1	ADAMTS19	
ADAMTS18	1	ADAMTS18	
ADAMTS17	1	ADAMTS17	
SFN	1	SFN	
HCRT	1	HCRT	
PRPF38B	1	PRPF38B	
PRPF38A	1	PRPF38A	
KRTAP16-1	1	KRTAP16-1	
LARP7	1	LARP7	
ZNF32	1	ZNF32	
ZNF34	1	ZNF34	
ZNF35	1	ZNF35	
LARP4	1	LARP4	
LARP6	1	LARP6	
MOV10	1	MOV10	
PPFIBP1	1	PPFIBP1	
PPFIBP2	1	PPFIBP2	
FXYD4	1	FXYD4	
FXYD3	1	FXYD3	
FXYD2	1	FXYD2	
ZNF30	1	ZNF30	
FXYD1	1	FXYD1	
SFXN3	1	SFXN3	
SFXN4	1	SFXN4	
FXYD7	1	FXYD7	
SFXN1	1	SFXN1	
FXYD6	1	FXYD6	
HYOU1	1	HYOU1	
SFXN2	1	SFXN2	
FXYD5	1	FXYD5	
DZIP1	1	DZIP1	
SFXN5	1	SFXN5	
DZIP3	1	DZIP3	
PRKAG1	1	PRKAG1	
PRKAG2	1	PRKAG2	
ZNF43	1	ZNF43	
ZNF44	1	ZNF44	
FRG2B	1	FRG2B	
ZNF45	1	ZNF45	
FRG2C	1	FRG2C	
SHB	1	SHB	
PRKAG3	1	PRKAG3	
MMP21	1	MMP21	
ZNF48	1	ZNF48	
SHD	1	SHD	
MMP20	1	MMP20	
M1AP	1	M1AP	
SHF	1	SHF	
SHE	1	SHE	
SHH	1	SHH	
MMP25	1	MMP25	
MMP24	1	MMP24	
MMP27	1	MMP27	
MMP26	1	MMP26	
MMP28	1	MMP28	
APC2	1	APC2	
ZNF57	1	ZNF57	
TOMM40L	1	TOMM40L	
MMP10	1	MMP10	
MMP12	1	MMP12	
MMP11	1	MMP11	
MMP14	1	MMP14	
MMP13	1	MMP13	
MMP16	1	MMP16	
MMP15	1	MMP15	
PTRH2	1	PTRH2	
MMP17	1	MMP17	
RAPGEF1	1	RAPGEF1	
RAPGEF2	1	RAPGEF2	
PTRH1	1	PTRH1	
MMP19	1	MMP19	
RAPGEF5	1	RAPGEF5	
CRYAA	1	CRYAA	
RAPGEF6	1	RAPGEF6	
CRYAB	1	CRYAB	
HCST	1	HCST	
RAPGEF3	1	RAPGEF3	
RAPGEF4	1	RAPGEF4	
TRUB1	1	TRUB1	
APCS	1	APCS	
TRUB2	1	TRUB2	
SZRD1	1	SZRD1	
CCM2L	1	CCM2L	
ZNF66	1	ZNF66	
ZNF69	1	ZNF69	
HSPE1-MOB4	1	HSPE1-MOB4	
PLAGL1	1	PLAGL1	
PLAGL2	1	PLAGL2	
RICTOR	1	RICTOR	
EGLN1	1	EGLN1	
EGLN3	1	EGLN3	
EGLN2	1	EGLN2	
MCRS1	1	MCRS1	
BMP8A	1	BMP8A	
SCTR	1	SCTR	
BMP8B	1	BMP8B	
ZNF76	1	ZNF76	
BBOX1	1	BBOX1	
ZNF77	1	ZNF77	
ZNF79	1	ZNF79	
TARBP2	1	TARBP2	
