NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
STRADB	1	STRADB	
ZDHHC12	1	ZDHHC12	
ZDHHC13	1	ZDHHC13	
GP1BA	1	GP1BA	
ZDHHC11	1	ZDHHC11	
PARP9	1	PARP9	
ZDHHC16	1	ZDHHC16	
RNASEK-C17orf49	1	RNASEK-C17orf49	
ZDHHC17	1	ZDHHC17	
MLF1	1	MLF1	
ZDHHC14	1	ZDHHC14	
PARP8	1	PARP8	
MLF2	1	MLF2	
AIDA	1	AIDA	
FYTTD1	1	FYTTD1	
SLC66A3	1	PQLC3	
MACIR	1	C5orf30	
AMIGO3	1	AMIGO3	
SLC66A2	1	PQLC1	
SLC66A1	1	PQLC2	
ZDHHC20	1	ZDHHC20	
AMIGO1	1	AMIGO1	
ICA1L	1	ICA1L	
AMIGO2	1	AMIGO2	
ZDHHC23	1	ZDHHC23	
NOL7	1	NOL7	
GDPD1	1	GDPD1	
NOL8	1	NOL8	
ZDHHC24	1	ZDHHC24	
NOL9	1	NOL9	
ZDHHC21	1	ZDHHC21	
GDPD3	1	GDPD3	
GDPD4	1	GDPD4	
ZDHHC22	1	ZDHHC22	
GDPD5	1	GDPD5	
NOL3	1	NOL3	
AIF1	1	AIF1	
NOL4	1	NOL4	
NOL6	1	NOL6	
EPPIN-WFDC6	1	EPPIN-WFDC6	
PPP2CA	1	PPP2CA	
PURB	1	PURB	
PURA	1	PURA	
PPP2CB	1	PPP2CB	
ZDHHC18	1	ZDHHC18	
ZDHHC19	1	ZDHHC19	
EGFLAM	1	EGFLAM	
MTHFD1L	1	MTHFD1L	
WIF1	1	WIF1	
KISS1R	1	KISS1R	
LAIR2	1	LAIR2	
RPRML	1	RPRML	
LAIR1	1	LAIR1	
PURG	1	PURG	
OTOP1	1	OTOP1	
MLH1	1	MLH1	
AIG1	1	AIG1	
OTOP2	1	OTOP2	
OTOP3	1	OTOP3	
COLQ	1	COLQ	
MLH3	1	MLH3	
ATAT1	1	ATAT1	
BLID	1	BLID	
NDUFA13	1	NDUFA13	
NDUFA11	1	NDUFA11	
TAMM41	1	TAMM41	
NDUFA12	1	NDUFA12	
NDUFA10	1	NDUFA10	
ZSCAN9	1	ZSCAN9	
ARHGDIG	1	ARHGDIG	
COMT	1	COMT	
CNDP1	1	CNDP1	
CNDP2	1	CNDP2	
DOCK10	1	DOCK10	
COMP	1	COMP	
ARHGDIA	1	ARHGDIA	
ARHGDIB	1	ARHGDIB	
PUS3	1	PUS3	
NOM1	1	NOM1	
MLIP	1	MLIP	
LIG1	1	LIG1	
PUS1	1	PUS1	
LIG4	1	LIG4	
ATP1B3	1	ATP1B3	
LIFR	1	LIFR	
LIG3	1	LIG3	
ATP1B2	1	ATP1B2	
ATP1B1	1	ATP1B1	
PUS7	1	PUS7	
AP5B1	1	AP5B1	
LOX	1	LOX	
CERCAM	1	CERCAM	
LPA	1	LPA	
JCAD	1	KIAA1462	
LMO7DN	1	LMO7DN	
COPA	1	COPA	
NOP2	1	NOP2	
LPL	1	LPL	
LPO	1	LPO	
PSG11	1	PSG11	
LPP	1	LPP	
CUZD1	1	CUZD1	
NOP9	1	NOP9	
COP1	1	RFWD2	
CDH20	1	CDH20	
CDH22	1	CDH22	
CDH23	1	CDH23	
CDH24	1	CDH24	
CDH26	1	CDH26	
UQCC3	1	UQCC3	
MLKL	1	MLKL	
UQCC2	1	UQCC2	
UQCC1	1	UQCC1	
MACO1	1	TMEM57	
COQ9	1	COQ9	
COQ7	1	COQ7	
COQ6	1	COQ6	
COQ5	1	COQ5	
COQ4	1	COQ4	
COQ3	1	COQ3	
COQ2	1	COQ2	
ZSCAN4	1	ZSCAN4	
BLMH	1	BLMH	
BRWD1	1	BRWD1	
ZSCAN2	1	ZSCAN2	
COPE	1	COPE	
ZSCAN1	1	ZSCAN1	
GPSM1	1	GPSM1	
GPSM2	1	GPSM2	
ASNSD1	1	ASNSD1	
MLNR	1	MLNR	
SLC40A1	1	SLC40A1	
FHAD1	1	FHAD1	
MFSD8	1	MFSD8	
MFSD9	1	MFSD9	
MFSD6	1	MFSD6	
MFSD5	1	MFSD5	
MFSD3	1	MFSD3	
BLNK	1	BLNK	
MFSD1	1	MFSD1	
TOPBP1	1	TOPBP1	
NOS1	1	NOS1	
ATP5F1EP2	1	ATP5EP2	
GPSM3	1	GPSM3	
GRIFIN	1	GRIFIN	
MAPK1IP1L	1	MAPK1IP1L	
HGSNAT	1	HGSNAT	
CYP3A43	1	CYP3A43	
RPS3A	1	RPS3A	
LSR	1	LSR	
PRODH2	1	PRODH2	
LSS	1	LSS	
FCHSD1	1	FCHSD1	
CORT	1	CORT	
AIM2	1	AIM2	
FCHSD2	1	FCHSD2	
DDAH1	1	DDAH1	
DDAH2	1	DDAH2	
CDH10	1	CDH10	
COL6A2	1	COL6A2	
CDH11	1	CDH11	
ZPBP2	1	ZPBP2	
AKT1S1	1	AKT1S1	
COL6A1	1	COL6A1	
CDH12	1	CDH12	
LTA	1	LTA	
COL6A3	1	COL6A3	
TERF2IP	1	TERF2IP	
CDH13	1	CDH13	
AKNAD1	1	AKNAD1	
COL6A6	1	COL6A6	
COL6A5	1	COL6A5	
LTB	1	LTB	
CDH15	1	CDH15	
CDH16	1	CDH16	
CDH17	1	CDH17	
THOP1	1	THOP1	
CDH18	1	CDH18	
LTF	1	LTF	
CDH19	1	CDH19	
HEMGN	1	HEMGN	
CST9L	1	CST9L	
LTK	1	LTK	
ATP1A4	1	ATP1A4	
ATP1A3	1	ATP1A3	
ATP1A2	1	ATP1A2	
ATP1A1	1	ATP1A1	
LIN9	1	LIN9	
CHSY1	1	CHSY1	
FAM120B	1	FAM120B	
FAM120A	1	FAM120A	
NOTO	1	NOTO	
CHSY3	1	CHSY3	
OPCML	1	OPCML	
LIM2	1	LIM2	
NOS2	1	NOS2	
NOS3	1	NOS3	
LUM	1	LUM	
MLPH	1	MLPH	
SLFNL1	1	SLFNL1	
KANSL1	1	KANSL1	
PITHD1	1	PITHD1	
KANSL2	1	KANSL2	
KANSL3	1	KANSL3	
PAXBP1	1	PAXBP1	
USP6NL	1	USP6NL	
OR4K17	1	OR4K17	
LIPA	1	LIPA	
TSEN54	1	TSEN54	
ATP5IF1	1	ATPIF1	
ZDBF2	1	ZDBF2	
PREX2	1	PREX2	
LIPF	1	LIPF	
LIPE	1	LIPE	
PREX1	1	PREX1	
SAMD14	1	SAMD14	
SAMD15	1	SAMD15	
LIPC	1	LIPC	
LIPJ	1	LIPJ	
MPRIP	1	MPRIP	
LIPI	1	LIPI	
LIPH	1	LIPH	
LIPG	1	LIPG	
LIPN	1	LIPN	
NKX1-2	1	NKX1-2	
NKX1-1	1	NKX1-1	
LIPM	1	LIPM	
LIPK	1	LIPK	
SAMD12	1	SAMD12	
SAMD13	1	SAMD13	
SAMD10	1	SAMD10	
SAMD11	1	SAMD11	
GABARAPL2	1	GABARAPL2	
STARD3	1	STARD3	
STARD4	1	STARD4	
GABARAPL1	1	GABARAPL1	
STARD5	1	STARD5	
STARD6	1	STARD6	
CSNK2A1	1	CSNK2A1	
STARD7	1	STARD7	
CFAP92	1	KIAA1257	
CSNK2A3	1	CSNK2A3	
CFAP91	1	MAATS1	
STARD9	1	STARD9	
CSNK2A2	1	CSNK2A2	
DNTTIP1	1	DNTTIP1	
DNTTIP2	1	DNTTIP2	
OR4K15	1	OR4K15	
CLNS1A	1	CLNS1A	
OR4K14	1	OR4K14	
AKIP1	1	AKIP1	
OR4K13	1	OR4K13	
CDIP1	1	CDIP1	
ENTHD1	1	ENTHD1	
CFAP97	1	CFAP97	
CFAP99	1	CFAP99	
CFAP61	1	CFAP61	
HACD1	1	HACD1	
AC009060.1	1	AC009060.1	
LXN	1	LXN	
PARPBP	1	PARPBP	
HS3ST3A1	1	HS3ST3A1	
RETSAT	1	RETSAT	
AIRE	1	AIRE	
HACD3	1	HACD3	
LY9	1	LY9	
HACD2	1	HACD2	
HACD4	1	HACD4	
FAM221B	1	FAM221B	
FAM221A	1	FAM221A	
GUCD1	1	GUCD1	
KLRK1	1	KLRK1	
CFAP69	1	CFAP69	
VTI1A	1	VTI1A	
CFAP65	1	CCDC108	
PPARGC1A	1	PPARGC1A	
PPARGC1B	1	PPARGC1B	
GPIHBP1	1	GPIHBP1	
VTI1B	1	VTI1B	
LYN	1	LYN	
CFAP74	1	CFAP74	
FYB2	1	C1orf168	
FYB1	1	FYB	
HACE1	1	HACE1	
CFAP73	1	CFAP73	
CFAP70	1	CFAP70	
INCA1	1	INCA1	
APCDD1L	1	APCDD1L	
BBIP1	1	BBIP1	
LYZ	1	LYZ	
NR0B2	1	NR0B2	
PCDHGA10	1	PCDHGA10	
FAM220A	1	FAM220A	
PCDHGA11	1	PCDHGA11	
UCK2	1	UCK2	
PCDHGA12	1	PCDHGA12	
UCK1	1	UCK1	
NOX3	1	NOX3	
NOX4	1	NOX4	
NOX5	1	NOX5	
EFCC1	1	EFCC1	
CFAP77	1	CFAP77	
UCMA	1	UCMA	
C7orf50	1	C7orf50	
DIS3L	1	DIS3L	
ATF7IP2	1	ATF7IP2	
UCN3	1	UCN3	
UCN2	1	UCN2	
FLVCR1	1	FLVCR1	
FLVCR2	1	FLVCR2	
NELFB	1	NELFB	
NELFA	1	NELFA	
C7orf57	1	C7orf57	
NELFE	1	NELFE	
HLA-DPA1	1	HLA-DPA1	
NSUN4	1	NSUN4	
C20orf194	1	C20orf194	
NSUN5	1	NSUN5	
NSUN2	1	NSUN2	
NSUN3	1	NSUN3	
NSUN6	1	NSUN6	
NSUN7	1	NSUN7	
DYNLL1	1	DYNLL1	
DYNLL2	1	DYNLL2	
FAM222B	1	FAM222B	
FAM222A	1	FAM222A	
ACRV1	1	ACRV1	
C7orf31	1	C7orf31	
C7orf33	1	C7orf33	
KARS1	1	KARS	
DOCK8-AS1	1	C9orf66	
UCP1	1	UCP1	
RPS27L	1	RPS27L	
PROCA1	1	PROCA1	
STYXL1	1	STYXL1	
FOXS1	1	FOXS1	
UCP3	1	UCP3	
UCP2	1	UCP2	
RPS27A	1	RPS27A	
EVC2	1	EVC2	
ANKIB1	1	ANKIB1	
OR14A16	1	OR14A16	
C20orf173	1	C20orf173	
SAMD4A	1	SAMD4A	
LYRM9	1	LYRM9	
SAMD4B	1	SAMD4B	
GATAD2B	1	GATAD2B	
STXBP5L	1	STXBP5L	
GATAD2A	1	GATAD2A	
FOXR1	1	FOXR1	
LYRM1	1	LYRM1	
LYRM2	1	LYRM2	
LYRM4	1	LYRM4	
LYRM7	1	LYRM7	
HLA-DPB1	1	HLA-DPB1	
MPLKIP	1	MPLKIP	
C7orf26	1	C7orf26	
C7orf25	1	C7orf25	
MYLK2	1	MYLK2	
NRROS	1	NRROS	
FAM228A	1	FAM228A	
CXCL17	1	CXCL17	
DEFB1	1	DEFB1	
CXCL13	1	CXCL13	
CXCL14	1	CXCL14	
MYLK3	1	MYLK3	
FAM228B	1	FAM228B	
MYLK4	1	MYLK4	
CXCL16	1	CXCL16	
FOXQ1	1	FOXQ1	
SLC25A48	1	SLC25A48	
ATCAY	1	ATCAY	
OSBP	1	OSBP	
SLC25A41	1	SLC25A41	
SLC25A40	1	SLC25A40	
FBRSL1	1	FBRSL1	
SLC25A42	1	SLC25A42	
SLC25A45	1	SLC25A45	
SLC25A44	1	SLC25A44	
SLC25A47	1	SLC25A47	
SLC25A46	1	SLC25A46	
CPA3	1	CPA3	
MYLIP	1	MYLIP	
CPA2	1	CPA2	
CPA1	1	CPA1	
TICAM2	1	TICAM2	
PRPF4B	1	PRPF4B	
FOXP4	1	FOXP4	
TICAM1	1	TICAM1	
FOXP2	1	FOXP2	
FAM227B	1	FAM227B	
FOXP1	1	FOXP1	
FAM227A	1	FAM227A	
MAG	1	MAG	
MAF	1	MAF	
LIX1	1	LIX1	
MAK	1	MAK	
RBM14-RBM4	1	RBM14-RBM4	
FSCN1	1	FSCN1	
SLC25A52	1	SLC25A52	
MAL	1	MAL	
SLC25A51	1	SLC25A51	
FSCN3	1	FSCN3	
FSCN2	1	FSCN2	
DSC1	1	DSC1	
DSC2	1	DSC2	
DSC3	1	DSC3	
RNASEH2C	1	RNASEH2C	
C7orf77	1	C7orf77	
CPB2	1	CPB2	
RNASEH2B	1	RNASEH2B	
CPB1	1	CPB1	
RNASEH2A	1	RNASEH2A	
MAX	1	MAX	
TROAP	1	TROAP	
MAZ	1	MAZ	
GLIS3	1	GLIS3	
FOXO6	1	FOXO6	
FOXO3	1	FOXO3	
KRCC1	1	KRCC1	
GLIS1	1	GLIS1	
FOXO1	1	FOXO1	
GLIS2	1	GLIS2	
NPAT	1	NPAT	
CNTNAP3B	1	CNTNAP3B	
DSEL	1	DSEL	
CLTCL1	1	CLTCL1	
HACL1	1	HACL1	
E4F1	1	E4F1	
MBP	1	MBP	
EVI5	1	EVI5	
CPA6	1	CPA6	
CPA5	1	CPA5	
CPA4	1	CPA4	
DEFA6	1	DEFA6	
DEFA4	1	DEFA4	
C7orf61	1	C7orf61	
DEFA5	1	DEFA5	
FAM229B	1	FAM229B	
FAM229A	1	FAM229A	
DEFA3	1	DEFA3	
FOXN4	1	FOXN4	
DEFA1	1	DEFA1	
FOXN3	1	FOXN3	
FOXN2	1	FOXN2	
MCC	1	MCC	
FOXN1	1	FOXN1	
AICDA	1	AICDA	
CXCL10	1	CXCL10	
CXCL11	1	CXCL11	
CXCL12	1	CXCL12	
SCGB3A2	1	SCGB3A2	
SCGB3A1	1	SCGB3A1	
MCU	1	MCU	
ARHGAP11A	1	ARHGAP11A	
ARHGAP11B	1	ARHGAP11B	
CELF1	1	CELF1	
SCHIP1	1	SCHIP1	
CDCA7L	1	CDCA7L	
CELF2	1	CELF2	
CELF3	1	CELF3	
CELF4	1	CELF4	
CELF5	1	CELF5	
MCM10	1	MCM10	
CELF6	1	CELF6	
FOXM1	1	FOXM1	
FSD1L	1	FSD1L	
MDK	1	MDK	
MYADML2	1	MYADML2	
ME1	1	ME1	
ME3	1	ME3	
ME2	1	ME2	
PVRIG	1	PVRIG	
FOXL2	1	FOXL2	
FOXL1	1	FOXL1	
SLC25A16	1	SLC25A16	
SLC25A15	1	SLC25A15	
SLC25A18	1	SLC25A18	
SLC25A17	1	SLC25A17	
NPC1	1	NPC1	
NPC2	1	NPC2	
SLC25A19	1	SLC25A19	
DSG1	1	DSG1	
SLC25A10	1	SLC25A10	
DSG2	1	DSG2	
DSG3	1	DSG3	
SLC25A12	1	SLC25A12	
DSG4	1	DSG4	
MET	1	MET	
SLC25A11	1	SLC25A11	
SLC25A13	1	SLC25A13	
FOXK2	1	FOXK2	
FOXK1	1	FOXK1	
MFF	1	MFF	
SLC25A27	1	SLC25A27	
SLC25A26	1	SLC25A26	
SLC25A29	1	SLC25A29	
SLC25A28	1	SLC25A28	
KRTAP6-2	1	KRTAP6-2	
KRTAP6-1	1	KRTAP6-1	
SLC25A21	1	SLC25A21	
SLC25A20	1	SLC25A20	
SLC25A23	1	SLC25A23	
SLC25A22	1	SLC25A22	
SLC25A25	1	SLC25A25	
SLC25A24	1	SLC25A24	
CTHRC1	1	CTHRC1	
MMAA	1	MMAA	
MMAB	1	MMAB	
MGA	1	MGA	
FOXJ3	1	FOXJ3	
KRTAP6-3	1	KRTAP6-3	
FOXJ2	1	FOXJ2	
FOXJ1	1	FOXJ1	
MERTK	1	MERTK	
DHODH	1	DHODH	
SLC25A38	1	SLC25A38	
NELL2	1	NELL2	
SLC25A37	1	SLC25A37	
NELL1	1	NELL1	
SLC25A39	1	SLC25A39	
MGP	1	MGP	
SLC25A30	1	SLC25A30	
SLC25A32	1	SLC25A32	
SLC25A31	1	SLC25A31	
P4HB	1	P4HB	
SLC25A34	1	SLC25A34	
SLC25A33	1	SLC25A33	
SLC25A36	1	SLC25A36	
SLC25A35	1	SLC25A35	
SPON2	1	SPON2	
SPON1	1	SPON1	
FOXI3	1	FOXI3	
FOXI2	1	FOXI2	
FOXI1	1	FOXI1	
ZDHHC5	1	ZDHHC5	
ZDHHC6	1	ZDHHC6	
ZDHHC7	1	ZDHHC7	
ZDHHC8	1	ZDHHC8	
ZDHHC1	1	ZDHHC1	
ZDHHC2	1	ZDHHC2	
ZDHHC3	1	ZDHHC3	
ZDHHC4	1	ZDHHC4	
GOLGA6L10	1	GOLGA6L10	
RESP18	1	RESP18	
CHORDC1	1	CHORDC1	
TMEM88B	1	TMEM88B	
MIA	1	MIA	
NPFF	1	NPFF	
NSMCE3	1	NDNL2	
NSMCE2	1	NSMCE2	
FOXH1	1	FOXH1	
NSMCE1	1	NSMCE1	
MMD2	1	MMD2	
MIF	1	MIF	
HASPIN	1	GSG2	
GNPAT	1	GNPAT	
SFRP4	1	SFRP4	
SFRP1	1	SFRP1	
SFRP2	1	SFRP2	
MIP	1	MIP	
SFRP5	1	SFRP5	
CTXN3	1	CTXN3	
CTXN2	1	CTXN2	
CTXN1	1	CTXN1	
TMEM87A	1	TMEM87A	
TMEM87B	1	TMEM87B	
FOXG1	1	FOXG1	
EVPL	1	EVPL	
DSN1	1	DSN1	
RIMKLA	1	RIMKLA	
RBM12	1	RBM12	
RIMKLB	1	RIMKLB	
RBM11	1	RBM11	
TMEM86A	1	TMEM86A	
TMEM86B	1	TMEM86B	
FOXF2	1	FOXF2	
FOXF1	1	FOXF1	
C20orf27	1	C20orf27	
PILRB	1	PILRB	
CELA1	1	CELA1	
PILRA	1	PILRA	
CCDC144NL	1	CCDC144NL	
MYLPF	1	MYLPF	
GOLGA6L22	1	GOLGA6L22	
COL9A1	1	COL9A1	
CYSTM1	1	CYSTM1	
COL9A3	1	COL9A3	
COL9A2	1	COL9A2	
MKX	1	MKX	
RCOR3	1	RCOR3	
GLIPR1L1	1	GLIPR1L1	
RCOR2	1	RCOR2	
GLIPR1L2	1	GLIPR1L2	
RCOR1	1	RCOR1	
FKBP11	1	FKBP11	
SUV39H2	1	SUV39H2	
FKBP10	1	FKBP10	
FOXE3	1	FOXE3	
MOGAT3	1	MOGAT3	
FOXE1	1	FOXE1	
FKBP15	1	FKBP15	
DOC2A	1	DOC2A	
FKBP14	1	FKBP14	
MOGAT2	1	MOGAT2	
MOGAT1	1	MOGAT1	
DOC2B	1	DOC2B	
BMI1	1	BMI1	
MLN	1	MLN	
REV3L	1	REV3L	
MLX	1	MLX	
DIRC1	1	DIRC1	
DIRC3	1	DIRC3	
UTP14C	1	UTP14C	
ANKDD1B	1	ANKDD1B	
SBSPON	1	SBSPON	
FOXD4	1	FOXD4	
FOXD3	1	FOXD3	
ANKDD1A	1	ANKDD1A	
FOXD2	1	FOXD2	
FOXD1	1	FOXD1	
MME	1	MME	
MMD	1	MMD	
OSMR	1	OSMR	
MN1	1	MN1	
FOXC2	1	FOXC2	
FOXC1	1	FOXC1	
RABGAP1	1	RABGAP1	
SPINDOC	1	C11orf84	
IBA57	1	IBA57	
CPN2	1	CPN2	
CPN1	1	CPN1	
MNT	1	MNT	
PGRMC2	1	PGRMC2	
CYP2A13	1	CYP2A13	
C20orf85	1	C20orf85	
FOXB2	1	FOXB2	
FOXB1	1	FOXB1	
NPM1	1	NPM1	
NPM2	1	NPM2	
MOG	1	MOG	
CAVIN1	1	PTRF	
CAVIN2	1	SDPR	
CAVIN3	1	PRKCDBP	
CAVIN4	1	MURC	
MOK	1	MOK	
NPM3	1	NPM3	
CABCOCO1	1	C10orf107	
DSPP	1	DSPP	
PPP1CA	1	PPP1CA	
MOS	1	MOS	
FKBP1A	1	FKBP1A	
FKBP1C	1	FKBP1C	
FKBP1B	1	FKBP1B	
FOXA3	1	FOXA3	
ENGASE	1	ENGASE	
FOXA2	1	FOXA2	
FOXA1	1	FOXA1	
SAMD9L	1	SAMD9L	
PLVAP	1	PLVAP	
MPG	1	MPG	
MPI	1	MPI	
MPL	1	MPL	
CPOX	1	CPOX	
WBP1L	1	WBP1L	
CCER2	1	CCER2	
CCER1	1	CCER1	
ACRBP	1	ACRBP	
MPO	1	MPO	
IFI44L	1	IFI44L	
NPPB	1	NPPB	
NPPC	1	NPPC	
MPZ	1	MPZ	
NPPA	1	NPPA	
SNIP1	1	SNIP1	
OSR2	1	OSR2	
ADPRHL1	1	ADPRHL1	
OSR1	1	OSR1	
THEMIS	1	THEMIS	
RPGRIP1L	1	RPGRIP1L	
NPNT	1	NPNT	
WBP11	1	WBP11	
MR1	1	MR1	
DPEP2	1	DPEP2	
DPEP1	1	DPEP1	
DPEP3	1	DPEP3	
HOMEZ	1	HOMEZ	
UTP25	1	DIEXF	
C20orf144	1	C20orf144	
C20orf141	1	C20orf141	
KRTAP23-1	1	KRTAP23-1	
RBM8A	1	RBM8A	
NPR1	1	NPR1	
NPR2	1	NPR2	
NPR3	1	NPR3	
UTP23	1	UTP23	
MRO	1	MRO	
KASH5	1	CCDC155	
TAC4	1	TAC4	
RAB4B-EGLN2	1	RAB4B-EGLN2	
TAC3	1	TAC3	
UTP20	1	UTP20	
VARS2	1	VARS2	
TAC1	1	TAC1	
MSC	1	MSC	
VARS1	1	VARS	
BCL9L	1	BCL9L	
OST4	1	OST4	
ZFHX3	1	ZFHX3	
ZFHX2	1	ZFHX2	
ARPIN-AP3S2	1	C15orf38-AP3S2	
SLC52A2	1	SLC52A2	
SLC52A3	1	SLC52A3	
HMGA1	1	HMGA1	
HMGA2	1	HMGA2	
SLC52A1	1	SLC52A1	
DSTN	1	DSTN	
EVX1	1	EVX1	
SHISAL1	1	KIAA1644	
EVX2	1	EVX2	
MT4	1	MT4	
ZFHX4	1	ZFHX4	
MT3	1	MT3	
BMP7	1	BMP7	
ANKHD1	1	ANKHD1	
BMP6	1	BMP6	
BMP5	1	BMP5	
BMP4	1	BMP4	
BMP3	1	BMP3	
BMP2	1	BMP2	
BMP1	1	BMP1	
AJM1	1	C9orf172	
CPS1	1	CPS1	
MMP24OS	1	MMP24-AS1	
OSTC	1	OSTC	
TAB2	1	TAB2	
OSTN	1	OSTN	
TAB1	1	TAB1	
LSM14B	1	LSM14B	
LSM14A	1	LSM14A	
RBM27	1	RBM27	
PNLIPRP1	1	PNLIPRP1	
RBM28	1	RBM28	
CD164L2	1	CD164L2	
RBM25	1	RBM25	
NAA40	1	NAA40	
RBM26	1	RBM26	
LAMC3	1	LAMC3	
HMGB2	1	HMGB2	
ATP2A3	1	ATP2A3	
PSIP1	1	PSIP1	
ATP2A2	1	ATP2A2	
LAMC2	1	LAMC2	
MTR	1	MTR	
ATP2A1	1	ATP2A1	
LAMC1	1	LAMC1	
HMGB1	1	HMGB1	
HMGB4	1	HMGB4	
SEC61A2	1	SEC61A2	
SEC61A1	1	SEC61A1	
CPT2	1	CPT2	
BCL7A	1	BCL7A	
BCL7C	1	BCL7C	
BCL7B	1	BCL7B	
CD200R1L	1	CD200R1L	
NPTN	1	NPTN	
CFAP46	1	CFAP46	
UQCRFS1	1	UQCRFS1	
LRRFIP2	1	LRRFIP2	
LRRFIP1	1	LRRFIP1	
RBM34	1	RBM34	
CFAP43	1	CFAP43	
SULT4A1	1	SULT4A1	
CFAP45	1	CFAP45	
KRTAP10-1	1	KRTAP10-1	
CFAP44	1	CFAP44	
RBM33	1	RBM33	
UTP15	1	UTP15	
HS3ST3B1	1	HS3ST3B1	
RBM17	1	RBM17	
RBM14	1	RBM14	
NAA30	1	NAA30	
CFAP52	1	CFAP52	
RBM15	1	RBM15	
MMP7	1	MMP7	
UTP11	1	UTP11L	
DYNLT1	1	DYNLT1	
MMP1	1	MMP1	
RBM18	1	RBM18	
MMP2	1	MMP2	
MMP3	1	MMP3	
RBM19	1	RBM19	
MMP8	1	MMP8	
UTP18	1	UTP18	
MMP9	1	MMP9	
GORASP2	1	GORASP2	
CPTP	1	CPTP	
GORASP1	1	GORASP1	
CDHR1	1	CDHR1	
CDHR2	1	CDHR2	
CDHR3	1	CDHR3	
CFAP58	1	CFAP58	
CFAP57	1	CFAP57	
SPOPL	1	SPOPL	
CDHR4	1	CDHR4	
NAA35	1	NAA35	
RBM20	1	RBM20	
CDHR5	1	CDHR5	
MVD	1	MVD	
NAA38	1	NAA38	
CFAP54	1	CFAP54	
RBM23	1	RBM23	
RBM24	1	RBM24	
CFAP53	1	CFAP53	
PNLIPRP3	1	PNLIPRP3	
RBM22	1	RBM22	
HEPN1	1	HEPN1	
LAMA5	1	LAMA5	
RBM47	1	RBM47	
RBM48	1	RBM48	
MVK	1	MVK	
LAMA2	1	LAMA2	
LAMA1	1	LAMA1	
NAA20	1	NAA20	
LAMA4	1	LAMA4	
MVP	1	MVP	
GOSR2	1	GOSR2	
TAF9	1	TAF9	
GOSR1	1	GOSR1	
LAMA3	1	LAMA3	
RBM4B	1	RBM4B	
HMGCR	1	HMGCR	
ATP2C2	1	ATP2C2	
ATP2C1	1	ATP2C1	
HMGCL	1	HMGCL	
RAB40B	1	RAB40B	
RAB40C	1	RAB40C	
NPVF	1	NPVF	
BMS1	1	BMS1	
NAA25	1	NAA25	
EPS8L1	1	EPS8L1	
EPS8L2	1	EPS8L2	
EPS8L3	1	EPS8L3	
CFAP20	1	CFAP20	
RBM38	1	RBM38	
KRTAP10-3	1	KRTAP10-3	
RBM39	1	RBM39	
KRTAP10-2	1	KRTAP10-2	
KRTAP10-5	1	KRTAP10-5	
KRTAP10-4	1	KRTAP10-4	
LAMB3	1	LAMB3	
KRTAP10-7	1	KRTAP10-7	
LAMB2	1	LAMB2	
KRTAP10-6	1	KRTAP10-6	
MX2	1	MX2	
KRTAP10-9	1	KRTAP10-9	
NAA11	1	NAA11	
LAMB4	1	LAMB4	
MX1	1	MX1	
KRTAP10-8	1	KRTAP10-8	
ATP2B4	1	ATP2B4	
ATP2B2	1	ATP2B2	
LAMB1	1	LAMB1	
ATP2B1	1	ATP2B1	
SCIMP	1	SCIMP	
BMT2	1	C7orf60	
BCL6B	1	BCL6B	
CFAP36	1	CFAP36	
TAF8	1	TAF8	
TAF7	1	TAF7	
RBM42	1	RBM42	
TAF6	1	TAF6	
THRSP	1	THRSP	
NAA16	1	NAA16	
NAA15	1	NAA15	
TAF5	1	TAF5	
RBM45	1	RBM45	
CPVL	1	CPVL	
TAF4	1	TAF4	
RBM46	1	RBM46	
TAF3	1	TAF3	
RBM43	1	RBM43	
TAF2	1	TAF2	
RBM44	1	RBM44	
TLNRD1	1	MESDC1	
DCAF8	1	DCAF8	
DCAF5	1	DCAF5	
TPGS1	1	TPGS1	
DCAF4	1	DCAF4	
DCAF7	1	DCAF7	
DCAF6	1	DCAF6	
TPGS2	1	TPGS2	
DCAF1	1	VPRBP	
MYC	1	MYC	
MYB	1	MYB	
CDK20	1	CDK20	
MMUT	1	MUT	
SULT2A1	1	SULT2A1	
NKX2-8	1	NKX2-8	
IAH1	1	IAH1	
NKX2-6	1	NKX2-6	
SULT2B1	1	SULT2B1	
FAM230A	1	FAM230A	
PRDX3	1	PRDX3	
PRDX2	1	PRDX2	
PRDX5	1	PRDX5	
PRDX1	1	PRDX1	
NKX2-1	1	NKX2-1	
NKX2-5	1	NKX2-5	
NKX2-4	1	NKX2-4	
NKX2-3	1	NKX2-3	
NKX2-2	1	NKX2-2	
FZD1	1	FZD1	
CDK17	1	CDK17	
CDK18	1	CDK18	
DNAH12	1	DNAH12	
WNT10B	1	WNT10B	
WNT10A	1	WNT10A	
CDK19	1	CDK19	
DNAH11	1	DNAH11	
FZD3	1	FZD3	
DNAH10	1	DNAH10	
FZD2	1	FZD2	
FZD5	1	FZD5	
DNAH17	1	DNAH17	
FZD4	1	FZD4	
FZD7	1	FZD7	
DNAH14	1	DNAH14	
FZD6	1	FZD6	
RAB3IP	1	RAB3IP	
FZD9	1	FZD9	
FZD8	1	FZD8	
PA2G4	1	PA2G4	
FHDC1	1	FHDC1	
PRDX6	1	PRDX6	
CDK10	1	CDK10	
